platform,post_type,post_length,views,likes,comments,shares,engagement_rate
2,2,48,30158,1636,162,86,0.062470986
3,1,102,73587,863,129,44,0.014078574
1,2,30,231184,7028,1233,862,0.039462073
3,3,27,137187,10133,740,404,0.082201666
2,1,77,64317,2385,241,149,0.043145669
3,1,105,8371,776,116,79,0.115995699
2,1,12,179447,13304,2173,1377,0.093921882
3,1,57,115538,4170,697,109,0.043068081
1,2,18,246306,13910,2058,409,0.066490463
3,2,75,104126,7294,887,767,0.085934349
3,1,11,10338,283,41,40,0.035209905
2,2,13,158079,5083,357,761,0.039227222
2,1,7,269621,15002,1217,2225,0.068407134
2,1,82,214743,20022,3786,1315,0.116991008
3,3,21,44423,1819,342,93,0.050739482
1,1,118,78973,3647,578,119,0.055006141
2,2,48,296380,8048,797,501,0.031533842
2,1,90,136440,8648,1274,484,0.076267957
3,3,50,27839,2132,326,202,0.095549409
2,2,94,122537,6084,774,413,0.05933718
1,3,62,114902,8907,1445,446,0.093975736
1,3,32,104051,3874,210,385,0.042950092
2,1,113,12139,893,78,55,0.084520965
2,3,18,163213,5426,917,357,0.041050652
3,3,13,110314,8853,1689,865,0.103404826
1,2,119,67262,5700,1034,201,0.103104279
1,3,30,140776,11514,1813,1389,0.104534864
2,1,6,137959,4054,303,589,0.035851231
3,1,79,13975,1012,106,84,0.086010733
1,1,85,248819,14548,836,1349,0.067249688
1,3,38,134616,13292,1940,930,0.120060023
3,2,23,86984,3700,434,534,0.053665042
3,1,43,90366,7176,975,267,0.093154505
1,3,86,180395,7812,1538,982,0.057274315
1,1,17,123491,5645,622,590,0.055526314
3,1,9,52382,1047,100,128,0.024340422
1,2,54,26926,850,61,122,0.038364406
2,1,27,101538,2518,180,212,0.028659221
2,2,92,118117,2873,367,165,0.028827349
3,3,33,15333,165,26,20,0.013761169
3,1,116,18942,1542,207,200,0.102893042
3,3,115,155519,8104,1466,885,0.067226513
2,3,76,79397,6540,636,852,0.101112133
1,3,30,158905,10349,1441,1189,0.081677732
2,1,83,219062,18580,2771,2684,0.109717797
1,2,61,200658,11104,1022,1045,0.065639048
2,1,5,288674,5329,583,370,0.021761572
1,3,32,50060,3279,454,355,0.081662006
2,2,117,86292,6126,325,177,0.076808974
3,3,66,43104,2861,523,242,0.084122123
2,2,51,7634,626,41,75,0.097196751
1,1,114,199282,15112,863,634,0.083344206
2,2,82,228753,11194,920,806,0.056480134
2,1,110,274432,22975,2879,1505,0.099693184
2,3,102,210600,15218,1511,967,0.084026591
3,2,63,36253,755,87,78,0.02537721
2,3,35,32005,1875,117,158,0.067177004
3,2,74,51824,3916,332,484,0.091309046
3,1,53,79702,4765,308,131,0.065293217
2,2,9,229673,21913,1850,1731,0.111001293
2,2,35,22798,436,67,9,0.02245811
2,1,41,165373,12404,1690,604,0.08887787
1,1,83,58267,4906,491,592,0.102785453
2,1,19,8846,647,57,21,0.081957947
3,2,56,65571,2931,585,98,0.055115829
2,3,111,281625,12586,2078,908,0.055293387
1,2,73,127908,8031,1391,971,0.081253714
2,2,96,47154,2156,116,221,0.052869322
1,3,101,185248,16577,977,2016,0.105642166
1,1,15,132447,2634,413,69,0.023526392
2,2,47,249372,16838,1326,1570,0.079134787
3,3,74,10048,221,25,17,0.026174363
1,1,27,30386,1781,138,243,0.071151188
2,1,44,169408,12604,964,1460,0.088708916
2,2,67,109794,2733,181,205,0.028407745
3,1,6,156925,11512,1601,1059,0.090310658
1,1,83,37713,852,137,64,0.027921406
1,3,91,191762,12627,739,976,0.074790626
2,3,90,152863,8483,774,868,0.06623578
2,1,77,82481,3037,451,146,0.044058632
3,3,51,174645,3499,380,221,0.023476195
3,1,108,41899,3193,497,179,0.092341106
1,2,34,93217,4135,677,513,0.057124773
1,3,20,234594,4172,228,594,0.021287842
2,1,63,282119,22442,2404,1657,0.093942627
1,1,114,247985,7677,1223,230,0.036816743
3,3,51,75247,5739,612,184,0.086847316
3,3,34,112295,6832,347,491,0.06830224
2,2,113,279249,7681,771,548,0.032229301
3,1,13,51645,871,157,33,0.020544099
3,2,69,132291,8386,1616,1047,0.083520421
3,2,63,32146,394,52,33,0.014900765
3,2,106,136940,2176,208,74,0.017949467
2,3,68,27612,2021,242,66,0.084347385
2,2,12,39120,2288,195,178,0.068021472
1,3,56,175076,6892,518,242,0.043706733
3,3,22,23294,1363,169,126,0.071177127
1,2,95,87300,5521,886,386,0.077812142
2,2,86,206168,12550,1046,1751,0.074439292
2,1,100,140496,9529,1776,709,0.085511331
2,2,62,45615,4316,324,431,0.111169571
2,1,53,31863,1433,191,179,0.056586009
2,2,36,248571,9222,1535,547,0.04547594
2,2,52,34469,463,37,40,0.015666251
2,2,49,108101,2511,237,89,0.026243976
3,2,58,156256,3056,176,233,0.022175148
1,1,104,92446,3715,711,255,0.050634965
2,1,104,117613,7632,939,577,0.077780517
3,2,89,119456,1692,100,57,0.015478503
3,2,50,168247,12700,2216,911,0.094070028
1,1,100,188721,8637,1169,1149,0.058048654
2,3,35,68872,6660,388,944,0.116041352
1,3,41,203399,12438,1463,639,0.071485111
2,3,20,37208,2955,340,174,0.093232638
3,1,50,185517,16233,1167,344,0.095646221
3,1,50,53998,4859,549,170,0.103300122
3,3,82,58994,3342,308,216,0.065532088
3,3,92,185535,8480,1314,924,0.057768076
1,2,93,62895,3801,193,220,0.067000556
2,1,65,37894,1750,115,52,0.050588484
2,1,50,26990,854,160,98,0.041200445
1,3,55,176652,6916,795,557,0.046803886
2,3,66,78230,2421,185,211,0.036009204
3,1,39,38087,1304,220,81,0.042140363
2,2,85,275817,5081,903,506,0.023530094
3,3,114,171271,8286,676,1125,0.058894968
1,1,46,35187,1096,172,100,0.038877995
2,1,49,290697,14637,2082,1410,0.062363905
1,2,72,186359,15150,2450,1038,0.100011269
2,2,79,109794,5527,929,169,0.060340274
3,3,51,84158,8072,1203,611,0.117469522
1,3,83,4420,103,19,14,0.030769231
2,3,34,183512,15878,2852,1721,0.111442304
3,1,28,198948,6434,542,538,0.037768663
1,3,70,47310,4449,832,448,0.121094906
1,1,47,239896,7303,759,676,0.036424117
2,3,38,48953,3780,600,523,0.100157294
2,2,27,272131,4242,751,208,0.019112119
2,2,65,227670,15181,1752,2057,0.083410199
3,1,99,178589,5300,305,580,0.034632592
2,2,41,37456,2633,506,96,0.086368005
1,1,17,121763,8185,498,559,0.075901546
1,1,101,172252,16042,1639,1230,0.109786824
2,2,75,226916,15067,2101,463,0.077698355
2,1,100,90398,4225,285,388,0.054182615
1,2,11,191577,5253,923,282,0.033709683
3,3,46,119183,8243,663,655,0.080221172
2,3,42,265360,5432,1074,418,0.026092855
2,2,56,34681,2932,549,257,0.107782359
1,2,48,11323,365,51,47,0.040890223
2,2,68,183295,10479,1561,1273,0.07263155
3,2,17,98123,6244,811,833,0.0803889
1,3,92,94354,4021,436,379,0.051253789
2,1,32,161319,11251,1156,1125,0.083883486
1,1,100,101808,3310,608,251,0.040949631
2,3,111,220148,2887,394,326,0.016384432
2,1,86,227445,21910,3801,1021,0.117531711
2,3,102,275628,10695,1359,874,0.046903798
3,1,116,163754,12152,1167,1371,0.089707732
3,2,102,72459,4034,257,488,0.06595454
1,2,119,130162,9138,900,477,0.080783946
2,2,106,158010,3157,574,137,0.024479463
2,3,5,59890,3395,532,195,0.068826181
3,3,47,15319,693,116,96,0.059076963
2,1,118,131193,6647,1103,244,0.060933129
3,1,46,61432,5956,404,857,0.11747949
2,1,99,72696,1618,119,241,0.0272092
1,3,54,150308,11712,1142,1427,0.095011576
2,1,64,127359,5060,481,601,0.048225881
2,2,5,198365,7167,429,1031,0.043490535
3,1,55,139293,4787,349,276,0.038853352
2,2,20,30294,1253,223,46,0.050240972
2,3,43,146110,6157,851,781,0.053309151
3,2,19,186721,6417,650,270,0.03929392
1,2,37,157432,11031,1422,285,0.080911124
1,2,91,11255,160,14,7,0.016081741
3,3,57,111429,4446,611,342,0.048452378
3,3,109,89464,3150,192,265,0.040317893
3,3,102,181241,14069,2608,395,0.094195022
3,3,21,133444,3093,266,240,0.026970115
3,1,93,186251,17630,3047,1737,0.120342978
1,3,110,191721,4859,723,685,0.032688125
1,2,10,115848,5016,644,248,0.050997859
3,3,35,151970,4251,805,201,0.034592354
2,1,73,186155,6664,489,470,0.040949746
3,1,108,25855,2029,137,300,0.09537807
2,1,44,39758,2102,206,133,0.061396449
3,2,34,142679,3514,613,90,0.029555856
3,3,73,107094,1520,84,82,0.015743179
1,3,80,77089,2366,203,219,0.03616599
2,3,11,272527,25918,2947,1908,0.112917252
2,2,113,249951,21515,3376,2595,0.109965553
1,2,17,63112,3131,297,309,0.059212194
1,1,117,134787,7194,843,667,0.064575961
1,1,8,143909,13087,1315,811,0.105712638
1,3,54,191958,12135,774,1113,0.073047229
2,2,110,84486,7541,1212,754,0.112527519
2,2,7,78528,4261,507,184,0.06306031
3,3,16,159889,4478,769,517,0.03605001
3,3,69,182875,13776,2124,979,0.092298018
1,1,31,102354,5872,344,684,0.067413096
1,1,111,212965,14941,1867,643,0.081943042
1,1,54,73278,1769,351,186,0.031469199
3,3,81,193417,13207,1270,310,0.076451398
3,3,21,15369,682,84,27,0.051597371
3,1,76,62428,2489,367,338,0.05116294
3,1,36,138116,9727,781,778,0.081713922
3,2,88,67123,4248,660,365,0.078557275
3,2,55,92914,6357,946,877,0.088038401
3,1,21,140333,13595,1444,1128,0.115204549
1,1,38,243222,17781,1647,1868,0.087557869
1,2,39,21064,1425,267,69,0.083602355
1,1,103,209407,13657,943,417,0.071712025
1,2,106,203130,9320,1069,614,0.054167282
3,2,110,15690,1341,221,166,0.110133843
2,2,28,19559,866,62,67,0.050871721
3,3,58,146764,10716,2035,448,0.089933499
2,3,22,284116,10336,1332,939,0.044372721
1,1,54,44530,1037,130,56,0.027464631
3,2,50,125297,2716,308,388,0.027231298
1,3,52,201250,13505,2432,1283,0.085565217
3,1,107,3365,132,25,19,0.05230312
1,1,37,239932,8338,892,213,0.039356984
2,1,117,99356,6287,825,135,0.072939732
2,1,91,63896,786,76,64,0.0144923
2,1,93,287244,9237,971,1219,0.03978151
3,2,105,122763,4990,270,439,0.046422782
2,1,31,225595,16638,2793,2227,0.096003901
3,2,5,63645,3758,734,138,0.07274727
2,3,89,74551,6488,1073,719,0.111064909
2,1,63,204570,8204,1047,867,0.049459843
3,3,117,6840,250,43,22,0.046052632
3,2,14,183136,2378,424,172,0.016239298
2,2,99,91069,8711,1147,906,0.118196093
3,3,112,87990,4851,924,443,0.070667121
2,1,29,53105,2932,159,162,0.061256002
3,1,88,7699,716,36,24,0.100792311
1,3,61,139994,5052,314,354,0.040858894
1,3,70,158991,6342,372,549,0.045681831
1,3,116,192608,13303,1512,1145,0.082862602
1,1,19,160580,12953,2474,975,0.102142234
1,1,32,90200,6579,995,411,0.088525499
2,1,17,149670,12120,1804,794,0.09833634
1,3,118,201506,12444,1340,678,0.071769575
1,1,18,222547,19507,2537,1860,0.107411019
1,2,118,129473,7704,736,1005,0.072949572
1,3,70,230896,7074,903,950,0.038662428
3,1,38,157846,9273,1502,1383,0.077024442
2,3,103,188456,13976,1870,440,0.08641805
1,2,105,5822,400,45,19,0.079697698
1,2,29,171324,5460,964,627,0.041155938
1,3,116,93585,1281,119,133,0.01638083
2,3,58,92420,3024,369,113,0.037935512
3,2,83,15052,1483,291,151,0.127889981
2,3,16,88574,2356,459,171,0.033711924
3,2,13,132171,6845,348,988,0.061897088
1,2,35,234224,15798,2051,2072,0.085051062
1,1,82,122879,10954,1101,323,0.100733242
2,3,97,283695,22248,2084,705,0.08825323
2,3,57,74915,6877,958,510,0.111392912
3,1,116,9661,622,72,13,0.07318083
3,2,47,197619,17366,2777,560,0.104762194
2,3,42,100406,3388,183,478,0.040326275
3,1,46,193686,9442,1784,1161,0.063954029
2,1,76,258043,22176,2996,2382,0.106780653
3,3,52,87930,3455,527,442,0.050312749
2,1,71,149603,13226,1860,694,0.105479168
2,2,70,266697,11382,2257,1301,0.056018628
2,1,20,146257,6245,1236,624,0.055416151
3,2,87,136564,5163,730,672,0.048072699
3,2,98,191310,11330,1728,642,0.071611521
3,3,109,60859,1315,187,156,0.0272433
2,1,20,201896,2684,259,351,0.016315331
3,2,35,173656,15762,1243,1440,0.106215737
3,2,62,3076,287,31,21,0.110208062
2,1,32,118868,2003,305,287,0.021830939
1,2,8,168211,10003,584,419,0.065429728
2,1,14,202682,11871,1509,293,0.067460357
3,3,55,170774,7431,826,321,0.050230129
2,2,113,267041,16343,2110,1778,0.075759902
1,2,22,161607,8279,1482,1014,0.066674092
2,1,51,103343,5587,319,632,0.063265049
3,1,36,196809,15347,2525,1144,0.096621598
1,1,34,66705,3824,573,557,0.074267296
3,1,40,161270,6310,508,490,0.04531531
1,2,13,117870,7346,1176,1084,0.081496564
1,3,40,98395,6658,828,927,0.085502312
2,3,33,195185,13586,1659,990,0.083177498
2,3,20,193912,12729,1558,521,0.076364536
3,3,96,125476,8760,1685,277,0.085450604
2,1,25,66913,2536,486,225,0.048525698
2,2,68,18348,920,172,109,0.065456726
1,2,115,49678,3486,637,149,0.0859938
2,2,70,150024,11685,650,717,0.086999413
1,1,63,117369,5759,634,587,0.059470559
1,2,114,3318,142,26,11,0.053948162
1,1,103,80354,5980,976,589,0.093897006
3,2,32,28011,840,99,90,0.036735568
3,3,59,20787,225,37,15,0.013325636
3,1,104,114286,5989,486,731,0.063052342
1,2,35,112160,2871,401,319,0.032016762
3,3,37,196500,8654,1124,946,0.054575064
3,3,91,145588,5271,717,207,0.042551584
2,3,64,170127,13602,2152,1110,0.099125947
3,1,45,104305,4154,799,394,0.051263123
3,1,85,10752,727,65,35,0.076915923
1,2,50,200983,14199,2324,1684,0.090589751
1,3,53,127345,6504,954,232,0.060387137
1,2,69,83506,1444,222,57,0.020633248
1,2,46,193922,14162,1619,1044,0.086761688
1,3,27,113382,1900,364,71,0.020594098
1,2,116,101328,1918,233,41,0.021632718
3,1,31,150610,4162,284,305,0.03154505
1,2,93,15657,551,83,57,0.044133614
1,3,36,151915,13092,907,1104,0.099417437
2,1,87,86119,6092,599,163,0.079587547
3,1,92,23491,1053,88,52,0.050785407
3,2,7,105010,10299,1347,908,0.119550519
3,2,64,179503,5730,585,664,0.038879573
1,1,80,131801,8551,632,1053,0.077662537
1,2,103,248220,21408,3609,1873,0.108331319
1,3,83,197547,16234,1952,1688,0.100603907
2,2,21,285684,5178,611,711,0.022752412
1,2,118,205587,14957,2736,425,0.08812814
2,1,36,12943,429,56,14,0.038553658
3,2,11,122730,5156,806,410,0.051918846
1,2,87,11911,643,63,63,0.064562169
2,2,75,235481,19113,2564,393,0.09372306
2,3,73,74305,1854,294,146,0.030872754
1,2,62,5479,108,10,4,0.022266837
3,3,44,12112,288,44,29,0.029805152
3,3,89,111575,3307,447,181,0.035267757
3,3,116,195684,3004,345,412,0.019219762
2,3,52,237548,22180,3481,627,0.11066395
2,1,55,51809,2005,195,251,0.047308383
2,3,61,265462,6882,1081,488,0.031835065
2,2,115,37205,2507,332,329,0.085149845
3,3,75,139629,11286,980,1421,0.098024049
1,2,41,170170,13237,1988,676,0.093441852
2,3,91,115947,8659,1582,230,0.090308503
2,1,79,131201,1908,184,210,0.017545598
3,3,78,89691,7210,1239,335,0.097936248
1,3,89,119558,6595,662,929,0.06846886
1,1,59,104925,7178,1243,206,0.082220634
3,3,45,98320,9446,544,586,0.107567128
3,2,101,34401,2853,145,61,0.088921834
1,3,24,145637,12274,822,751,0.09507886
2,3,37,95236,2507,453,226,0.033453736
1,3,44,240879,12737,1656,1339,0.065310799
3,1,103,66702,6365,885,728,0.119606608
2,3,38,216945,13546,2388,1738,0.081458434
2,3,66,147184,2830,162,97,0.020987336
3,2,104,81297,6167,666,734,0.093078465
3,3,95,110327,1529,223,85,0.016650503
3,3,23,141957,10903,1206,414,0.088216854
1,3,47,135448,12079,662,658,0.098923572
1,3,73,140011,6758,997,888,0.061730864
2,2,67,178021,8407,913,853,0.057144944
3,2,97,135918,5080,268,496,0.042996513
2,1,14,77353,6878,519,660,0.104158856
2,3,108,12430,737,60,53,0.068382944
2,1,17,162400,10090,1277,748,0.074599754
2,1,97,147223,10239,798,402,0.077698457
3,3,9,192869,7140,743,451,0.043210677
2,2,62,163691,8012,1302,693,0.061133477
3,2,63,36484,2799,479,276,0.097412564
3,3,80,126506,12485,2113,365,0.118278975
1,3,63,161736,2116,326,134,0.01592719
3,2,81,139852,1935,254,124,0.016538913
1,3,90,202939,9848,1305,856,0.059175417
3,3,108,30604,2122,409,238,0.090478369
3,3,19,109385,4897,889,502,0.05748503
3,2,81,19762,1975,291,186,0.12407651
1,1,5,122272,3372,405,195,0.032484952
1,1,42,157837,1690,269,218,0.01379271
2,3,111,199798,5416,321,661,0.032022343
1,2,113,171115,15368,2945,674,0.110960465
1,3,57,221530,5109,675,537,0.028533381
1,2,56,193123,10256,1286,1413,0.067081601
1,3,5,92230,4402,412,337,0.055849507
2,2,15,146628,10251,517,1437,0.083237854
1,2,62,82091,1224,72,27,0.016116261
3,1,111,116919,8101,724,705,0.081509421
3,3,44,132731,5565,730,296,0.049656825
1,1,90,13004,1213,75,65,0.104044909
1,1,103,193028,16677,3265,2236,0.114895248
3,2,64,105726,4858,542,293,0.053846736
3,3,119,153882,15289,1489,352,0.111319063
2,2,48,212796,3122,402,281,0.017880975
3,2,10,2247,181,10,26,0.096573209
3,2,32,153834,7544,1339,228,0.059226179
1,3,35,114902,5629,670,322,0.057623018
3,3,12,47995,1214,93,98,0.029273883
2,2,9,215419,12136,901,1552,0.067723831
3,3,110,63969,1127,117,61,0.020400506
1,2,58,32052,2099,285,135,0.07859104
1,3,116,52214,1657,186,115,0.037499521
3,3,112,167391,12594,1757,873,0.090948737
1,1,21,205914,13314,2074,613,0.077707198
2,2,42,204613,15791,2562,2195,0.100423727
2,1,13,73858,5722,630,704,0.095534675
3,1,78,42765,1184,186,173,0.036080907
3,2,88,157942,1589,113,108,0.011459903
3,2,82,145538,6246,793,161,0.049471616
1,3,18,48284,4476,272,156,0.101565736
2,2,30,196883,12208,1057,811,0.071494238
2,1,97,238543,18004,2475,2492,0.096297104
1,1,117,56565,5043,812,744,0.116662247
2,2,66,189698,17365,1116,2202,0.109031197
3,1,95,53929,3106,251,158,0.06517829
3,3,29,10086,591,117,62,0.076343446
3,1,84,195654,16940,1704,1652,0.103734143
2,3,40,159534,13189,1221,1675,0.100824903
3,1,102,180841,13182,827,1137,0.083753131
1,3,84,236994,15262,2353,936,0.078276243
1,3,37,121409,7958,1004,179,0.075290959
2,2,7,191950,8188,602,1010,0.051054962
1,3,91,151028,12940,1875,1150,0.105708875
1,2,15,85563,5612,723,501,0.079894347
2,1,116,258831,7795,1050,1125,0.038519343
3,1,62,107317,3389,675,281,0.040487528
3,1,68,177627,15550,844,949,0.097637184
3,3,22,47602,3156,590,202,0.082937692
2,1,51,141677,6500,1145,139,0.054941875
1,1,109,79213,2126,238,76,0.030803025
3,2,48,150010,9738,1773,250,0.07840144
3,2,97,114355,3040,447,156,0.031856937
2,1,63,179606,9396,1723,266,0.063388751
3,1,54,110720,7858,1093,495,0.085314306
2,3,73,20009,1218,100,44,0.068069369
1,3,92,33246,3091,421,430,0.118570655
2,1,33,33185,450,34,63,0.016483351
2,2,97,227127,7990,568,786,0.041139979
2,1,94,51642,781,115,97,0.019228535
2,3,108,14185,390,74,42,0.035671484
1,2,71,67366,1425,197,178,0.02671971
1,2,6,153915,11688,1979,1205,0.09662476
3,3,29,19505,843,63,64,0.049730838
1,1,23,31022,2892,428,386,0.119463606
1,1,44,195681,2368,378,182,0.014963129
3,1,6,187333,12881,724,921,0.077541063
1,3,87,150511,14652,946,1482,0.113480078
2,2,69,79385,2050,342,290,0.03378472
2,3,66,231236,11519,1336,892,0.059450086
3,1,95,72272,5288,586,501,0.088208435
3,3,58,168449,11283,2121,947,0.085194925
3,2,49,5909,360,71,49,0.081232019
2,3,53,150939,5948,979,642,0.050146086
1,1,103,198757,15013,2535,1119,0.093918705
2,2,109,63527,4370,355,432,0.081178082
3,3,73,148441,3659,288,147,0.027579981
1,3,42,243209,23534,4638,1516,0.122067851
1,2,8,26807,1608,248,186,0.076174134
2,2,21,15856,908,138,84,0.071266398
3,1,57,139867,12076,1122,734,0.099608914
2,2,89,230993,15623,2858,1048,0.084543687
1,1,57,165135,2758,156,345,0.019735368
2,3,116,197023,10953,998,989,0.065677611
2,1,35,162400,13033,1003,665,0.090523399
3,3,116,105303,7686,1204,450,0.088696428
3,2,26,71098,6922,1088,559,0.120523784
1,3,15,119382,1461,190,174,0.015287062
2,2,38,199637,6689,339,1001,0.040217996
2,3,117,288041,17116,3099,755,0.072802136
2,3,19,140442,9234,1785,1090,0.086220646
1,3,118,158117,5485,440,549,0.040944364
1,3,14,90236,7617,1343,678,0.106808812
3,1,106,103751,2572,504,374,0.033252692
3,3,100,123918,1248,123,77,0.011685147
3,1,57,185656,17770,1381,764,0.107268281
2,2,52,53671,2428,477,325,0.060181476
2,2,35,203849,19604,1155,567,0.104616653
3,1,41,163711,5732,523,723,0.042623892
2,2,112,65874,1034,166,99,0.019719464
3,2,32,172838,13745,1960,567,0.094145963
1,3,35,155350,13239,2021,656,0.102452527
3,3,74,110459,5996,936,241,0.064938122
1,3,18,206052,3430,524,388,0.021072351
2,1,91,204623,14092,1428,551,0.078539558
3,1,20,172655,4556,440,494,0.031797515
2,2,29,75400,6517,744,238,0.099456233
1,3,43,12676,439,75,54,0.044809088
1,1,70,7234,624,119,87,0.114735969
1,1,42,155412,7525,890,697,0.058631251
2,3,45,117451,7479,470,1088,0.076942725
2,1,107,144598,11721,2235,829,0.102248994
2,3,102,6207,84,5,4,0.014983084
2,2,119,87844,7370,544,317,0.093700196
1,2,44,196492,4416,795,363,0.028367567
1,2,111,55097,2328,308,86,0.049403779
3,3,68,122069,6414,660,858,0.064979643
3,1,93,197486,17889,3392,2182,0.118808422
2,2,104,116248,1397,271,130,0.015466933
1,2,20,172732,10420,1037,1185,0.073188523
1,2,86,80313,5447,981,144,0.081829841
1,1,81,107249,4128,626,191,0.046107656
3,1,63,42459,1534,139,154,0.043029746
3,3,105,104331,5648,1079,463,0.068915279
1,2,95,244832,6571,390,647,0.031074369
1,1,102,196171,10226,998,322,0.058856814
1,3,15,105599,8326,911,872,0.095730073
3,2,5,195920,16865,2590,2099,0.110014292
1,1,17,231663,10347,576,941,0.051212321
1,1,34,81405,5336,978,354,0.081911431
2,3,73,94399,944,140,40,0.011906906
2,2,22,285926,17021,1553,927,0.068202962
3,2,82,182251,17818,2650,1566,0.120899199
1,1,17,113446,4322,564,230,0.045096345
1,2,36,135970,8638,867,1046,0.077598
2,3,75,176140,13845,751,514,0.085784035
3,1,76,69963,4533,601,394,0.079013193
2,1,54,88956,4240,264,358,0.054656235
2,3,75,194726,4621,792,175,0.028696733
2,1,117,41123,2127,134,317,0.062689979
2,2,84,248429,9075,1037,1152,0.045340922
1,2,111,55872,4058,467,285,0.086089633
1,1,35,7902,393,52,42,0.061629967
2,3,55,162922,14090,787,1594,0.101097458
3,3,31,50554,1385,111,144,0.032440559
3,2,64,176106,8381,669,638,0.055012322
3,3,37,197915,11909,1665,1608,0.076709699
3,1,57,141352,3016,270,362,0.025807912
2,1,97,246372,15499,1110,1402,0.073104898
1,2,76,180886,6544,345,133,0.03882003
3,2,37,59465,1823,320,89,0.037534684
2,2,45,173801,3957,774,340,0.029177047
3,3,23,34800,1443,224,197,0.053563218
3,1,89,99143,9280,1038,943,0.11358341
2,1,45,123529,1580,107,117,0.014603858
1,1,89,231749,20091,2436,526,0.099474
